experiment_num,scheduler_name,mode,n,duplicated_tasks,makespan
65,cpop,top-n,2,"0,5",4.798515446878895
65,cpop,top-n,3,"0,5,2",4.798515446878895
65,cpop,top-n,4,"0,5,2,1",6.136640276957306
65,cpop,top-n,5,"0,5,2,1,3",6.672175309220584
65,cpop,bottom-n,0,,6.121275570264257
65,cpop,bottom-n,1,7,6.193012325339222
65,cpop,bottom-n,2,"7,6",6.193012325339222
65,cpop,bottom-n,3,"7,6,4",7.332529574253395
65,cpop,bottom-n,4,"7,6,4,3",7.360698609551655
65,cpop,bottom-n,5,"7,6,4,3,1",8.113439393950413
66,heft,top-n,0,,3.944706694192146
66,heft,top-n,1,0,4.4086715510603085
66,heft,top-n,2,"0,5",4.4086715510603085
66,heft,top-n,3,"0,5,2",4.4086715510603085
66,heft,top-n,4,"0,5,2,1",4.45912989178207
66,heft,top-n,5,"0,5,2,1,3",3.944706694192146
66,heft,bottom-n,0,,3.944706694192146
66,heft,bottom-n,1,7,4.479050805903363
66,heft,bottom-n,2,"7,6",4.170637988658159
66,heft,bottom-n,3,"7,6,4",4.479050805903363
66,heft,bottom-n,4,"7,6,4,3",4.754470855285238
66,heft,bottom-n,5,"7,6,4,3,1",4.869745028054783
66,cpop,top-n,0,,4.4086715510603085
66,cpop,top-n,1,0,4.4086715510603085
66,cpop,top-n,2,"0,5",4.4086715510603085
66,cpop,top-n,3,"0,5,2",4.4086715510603085
66,cpop,top-n,4,"0,5,2,1",4.134983409399662
66,cpop,top-n,5,"0,5,2,1,3",4.134983409399662
66,cpop,bottom-n,0,,4.4086715510603085
66,cpop,bottom-n,1,7,4.72946218979994
66,cpop,bottom-n,2,"7,6",4.72946218979994
66,cpop,bottom-n,3,"7,6,4",4.754470855285238
66,cpop,bottom-n,4,"7,6,4,3",8.166693323825102
66,cpop,bottom-n,5,"7,6,4,3,1",7.890831182854011
67,heft,top-n,0,,4.389676213281893
67,heft,top-n,1,0,4.116593450699695
67,heft,top-n,2,"0,3",4.116593450699695
67,heft,top-n,3,"0,3,2",4.207775428841009
67,heft,top-n,4,"0,3,2,6",4.472085559129178
67,heft,top-n,5,"0,3,2,6,4",5.03135202476048
67,heft,bottom-n,0,,4.389676213281893
67,heft,bottom-n,1,7,4.814846546717583
67,heft,bottom-n,2,"7,1",4.837604665727657
67,heft,bottom-n,3,"7,1,5",5.5323585377089435
67,heft,bottom-n,4,"7,1,5,4",5.5323585377089435
67,heft,bottom-n,5,"7,1,5,4,6",5.533540808045715
67,cpop,top-n,0,,4.210728726011611
67,cpop,top-n,1,0,4.210728726011611
67,cpop,top-n,2,"0,3",4.210728726011611
67,cpop,top-n,3,"0,3,2",4.4059228075913515
67,cpop,top-n,4,"0,3,2,6",4.089346250577689
67,cpop,top-n,5,"0,3,2,6,4",4.089346250577689
67,cpop,bottom-n,0,,4.210728726011611
67,cpop,bottom-n,1,7,4.405440998335149
67,cpop,bottom-n,2,"7,1",5.229499403510823
67,cpop,bottom-n,3,"7,1,5",4.890522769826886
67,cpop,bottom-n,4,"7,1,5,4",5.004092434866336
67,cpop,bottom-n,5,"7,1,5,4,6",5.465887545397584
68,heft,top-n,0,,5.993128896873397
68,heft,top-n,1,0,5.236982853779656
68,heft,top-n,2,"0,1",6.650299307797977
68,heft,top-n,3,"0,1,6",6.650299307797977
68,heft,top-n,4,"0,1,6,2",6.810995102654811
68,heft,top-n,5,"0,1,6,2,4",5.993128896873397
68,heft,bottom-n,0,,5.993128896873397
68,heft,bottom-n,1,7,6.952241057412546
68,heft,bottom-n,2,"7,5",6.952241057412546
68,heft,bottom-n,3,"7,5,3",6.952241057412546
68,heft,bottom-n,4,"7,5,3,4",6.674871701142781
68,heft,bottom-n,5,"7,5,3,4,2",6.674871701142781
68,cpop,top-n,0,,6.817360979207378
68,cpop,top-n,1,0,6.817360979207378
68,cpop,top-n,2,"0,1",4.907848565146385
68,cpop,top-n,3,"0,1,6",4.907848565146385
68,cpop,top-n,4,"0,1,6,2",4.907848565146385
68,cpop,top-n,5,"0,1,6,2,4",4.907848565146385
68,cpop,bottom-n,0,,6.817360979207378
68,cpop,bottom-n,1,7,7.777477211717388
68,cpop,bottom-n,2,"7,5",7.777477211717388
68,cpop,bottom-n,3,"7,5,3",7.777477211717388
68,cpop,bottom-n,4,"7,5,3,4",7.652892642210719
68,cpop,bottom-n,5,"7,5,3,4,2",7.652892642210719
69,heft,top-n,0,,4.202585589480926
69,heft,top-n,1,0,4.202585589480926
69,heft,top-n,2,"0,5",4.202585589480926
69,heft,top-n,3,"0,5,1",4.27594940324438
69,heft,top-n,4,"0,5,1,4",4.27594940324438
69,heft,top-n,5,"0,5,1,4,2",4.27594940324438
69,heft,bottom-n,0,,4.202585589480926
69,heft,bottom-n,1,7,4.808511662546384
69,heft,bottom-n,2,"7,6",4.854215864784269
69,heft,bottom-n,3,"7,6,3",4.854215864784269
69,heft,bottom-n,4,"7,6,3,2",4.8810805950247875
69,heft,bottom-n,5,"7,6,3,2,4",4.8810805950247875
69,cpop,top-n,0,,4.917247187802215
69,cpop,top-n,1,0,4.917247187802215
69,cpop,top-n,2,"0,5",4.96803974216416
69,cpop,top-n,3,"0,5,1",5.244866035400105
69,cpop,top-n,4,"0,5,1,4",4.96803974216416
69,cpop,top-n,5,"0,5,1,4,2",4.198539558484896
69,cpop,bottom-n,0,,4.917247187802215
69,cpop,bottom-n,1,7,5.206633766422923
69,cpop,bottom-n,2,"7,6",5.206633766422923
69,cpop,bottom-n,3,"7,6,3",5.206633766422923
69,cpop,bottom-n,4,"7,6,3,2",6.063793869628773
69,cpop,bottom-n,5,"7,6,3,2,4",5.394185162615894
70,heft,top-n,0,,11.59179838629521
70,heft,top-n,1,0,9.832678506406323
70,heft,top-n,2,"0,2",10.636155306552329
70,heft,top-n,3,"0,2,4",10.636155306552329
70,heft,top-n,4,"0,2,4,6",10.67507477582817
70,heft,top-n,5,"0,2,4,6,3",10.67507477582817
70,heft,bottom-n,0,,11.59179838629521
70,heft,bottom-n,1,7,11.923309246759885
70,heft,bottom-n,2,"7,5",11.923309246759885
70,heft,bottom-n,3,"7,5,1",11.908023773256367
70,heft,bottom-n,4,"7,5,1,3",11.687576967389635
70,heft,bottom-n,5,"7,5,1,3,6",11.908023773256367
70,cpop,top-n,0,,10.078314061973682
70,cpop,top-n,1,0,10.078314061973682
70,cpop,top-n,2,"0,2",11.285556471337776
70,cpop,top-n,3,"0,2,4",11.285556471337776
70,cpop,top-n,4,"0,2,4,6",11.285556471337776
70,cpop,top-n,5,"0,2,4,6,3",11.121549912510725
70,cpop,bottom-n,0,,10.078314061973682
70,cpop,bottom-n,1,7,10.757541543247545
70,cpop,bottom-n,2,"7,5",12.793717074684643
70,cpop,bottom-n,3,"7,5,1",12.37734856189588
70,cpop,bottom-n,4,"7,5,1,3",12.043113046079238
70,cpop,bottom-n,5,"7,5,1,3,6",12.841822231804974
71,heft,top-n,0,,3.6970319473991897
71,heft,top-n,1,0,3.156969669330251
71,heft,top-n,2,"0,2",3.7349336030398423
71,heft,top-n,3,"0,2,5",3.7849745942621325
71,heft,top-n,4,"0,2,5,6",3.7849745942621325
71,heft,top-n,5,"0,2,5,6,1",3.7849745942621325
71,heft,bottom-n,0,,3.6970319473991897
71,heft,bottom-n,1,7,3.996898160578457
71,heft,bottom-n,2,"7,4",3.996898160578457
71,heft,bottom-n,3,"7,4,3",4.115003402248542
71,heft,bottom-n,4,"7,4,3,1",4.115003402248542
71,heft,bottom-n,5,"7,4,3,1,6",4.115003402248542
71,cpop,top-n,0,,3.371096660894953
71,cpop,top-n,1,0,3.371096660894953
71,cpop,top-n,2,"0,2",3.5590241342578355
71,cpop,top-n,3,"0,2,5",3.5590241342578355
71,cpop,top-n,4,"0,2,5,6",3.8539479776445185
71,cpop,top-n,5,"0,2,5,6,1",3.8539479776445185
71,cpop,bottom-n,0,,3.371096660894953
71,cpop,bottom-n,1,7,3.7726879608868815
71,cpop,bottom-n,2,"7,4",4.498171156515192
71,cpop,bottom-n,3,"7,4,3",4.091769936008745
71,cpop,bottom-n,4,"7,4,3,1",3.834934412313565
71,cpop,bottom-n,5,"7,4,3,1,6",3.7726879608868815
72,heft,top-n,0,,5.170611590677776
72,heft,top-n,1,0,4.816217662423025
72,heft,top-n,2,"0,3",5.434077221498445
72,heft,top-n,3,"0,3,2",5.434077221498445
72,heft,top-n,4,"0,3,2,1",5.81280510552568
72,heft,top-n,5,"0,3,2,1,6",5.81280510552568
72,heft,bottom-n,0,,5.170611590677776
72,heft,bottom-n,1,7,5.726684780961724
72,heft,bottom-n,2,"7,4",5.726684780961724
72,heft,bottom-n,3,"7,4,5",5.8651612107816895
72,heft,bottom-n,4,"7,4,5,6",5.8651612107816895
72,heft,bottom-n,5,"7,4,5,6,1",6.64975117498406
72,cpop,top-n,0,,5.501822692196059
72,cpop,top-n,1,0,5.501822692196059
72,cpop,top-n,2,"0,3",6.052914551467865
72,cpop,top-n,3,"0,3,2",6.052914551467865
72,cpop,top-n,4,"0,3,2,1",6.322878563593049
72,cpop,top-n,5,"0,3,2,1,6",6.322878563593049
72,cpop,bottom-n,0,,5.501822692196059
72,cpop,bottom-n,1,7,5.726684780961724
72,cpop,bottom-n,2,"7,4",6.052914551467865
72,cpop,bottom-n,3,"7,4,5",7.019987875253014
72,cpop,bottom-n,4,"7,4,5,6",6.626936008981044
72,cpop,bottom-n,5,"7,4,5,6,1",6.639425422794684
73,heft,top-n,0,,3.776708119087411
73,heft,top-n,1,0,3.776708119087411
73,heft,top-n,2,"0,3",4.231205295068453
73,heft,top-n,3,"0,3,2",4.231205295068453
73,heft,top-n,4,"0,3,2,1",4.512165490583893
73,heft,top-n,5,"0,3,2,1,6",5.467586243307142
73,heft,bottom-n,0,,3.776708119087411
73,heft,bottom-n,1,7,4.287857466431312
73,heft,bottom-n,2,"7,4",4.347130976988729
73,heft,bottom-n,3,"7,4,5",4.34713097737477
73,heft,bottom-n,4,"7,4,5,6",5.816220121200414
73,heft,bottom-n,5,"7,4,5,6,1",5.024771742316012
73,cpop,top-n,0,,3.7750223261856397
73,cpop,top-n,1,0,3.7750223261856397
73,cpop,top-n,2,"0,3",4.2312053044762035
73,cpop,top-n,3,"0,3,2",4.282188532874278
73,cpop,top-n,4,"0,3,2,1",4.397266835454478
73,cpop,top-n,5,"0,3,2,1,6",5.2581131223802196
73,cpop,bottom-n,0,,3.7750223261856397
73,cpop,bottom-n,1,7,4.048181122013864
73,cpop,bottom-n,2,"7,4",4.608759195401761
73,cpop,bottom-n,3,"7,4,5",4.608759195401761
73,cpop,bottom-n,4,"7,4,5,6",4.608759195401761
73,cpop,bottom-n,5,"7,4,5,6,1",5.518131260054856
74,heft,top-n,0,,3.7161019039966248
74,heft,top-n,1,0,2.9148632142423643
74,heft,top-n,2,"0,1",3.200454243430428
74,heft,top-n,3,"0,1,5",3.200454243430428
74,heft,top-n,4,"0,1,5,4",3.7264022372311447
74,heft,top-n,5,"0,1,5,4,2",3.716499346846825
74,heft,bottom-n,0,,3.7161019039966248
74,heft,bottom-n,1,7,3.783094887516055
74,heft,bottom-n,2,"7,6",3.8705791794832574
74,heft,bottom-n,3,"7,6,3",3.7161019039966248
74,heft,bottom-n,4,"7,6,3,2",4.163228107812932
74,heft,bottom-n,5,"7,6,3,2,4",4.498564377002049
74,cpop,top-n,0,,3.8717840457010104
74,cpop,top-n,1,0,3.8717840457010104
74,cpop,top-n,2,"0,1",3.792989092482579
74,cpop,top-n,3,"0,1,5",3.792989092482579
74,cpop,top-n,4,"0,1,5,4",4.498564377790917
74,cpop,top-n,5,"0,1,5,4,2",4.180230789788393
74,cpop,bottom-n,0,,3.8717840457010104
74,cpop,bottom-n,1,7,4.192413747323271
74,cpop,bottom-n,2,"7,6",4.187782259579873
74,cpop,bottom-n,3,"7,6,3",4.187782259579873
74,cpop,bottom-n,4,"7,6,3,2",4.498564377790917
74,cpop,bottom-n,5,"7,6,3,2,4",4.549212083493247
75,heft,top-n,0,,11.608219214201478
75,heft,top-n,1,0,10.466860647216754
75,heft,top-n,2,"0,5",10.466697113388584
75,heft,top-n,3,"0,5,4",10.466697113388584
75,heft,top-n,4,"0,5,4,2",10.879834902166593
75,heft,top-n,5,"0,5,4,2,1",11.127335198965712
75,heft,bottom-n,0,,11.608219214201478
75,heft,bottom-n,1,7,11.619685091994352
75,heft,bottom-n,2,"7,3",11.619685091994352
75,heft,bottom-n,3,"7,3,6",12.417735294090882
75,heft,bottom-n,4,"7,3,6,1",12.156194848741318
75,heft,bottom-n,5,"7,3,6,1,2",12.156194848741318
75,cpop,top-n,0,,10.54821899743114
75,cpop,top-n,1,0,10.54821899743114
75,cpop,top-n,2,"0,5",10.466697113388584
75,cpop,top-n,3,"0,5,4",10.629971201924477
75,cpop,top-n,4,"0,5,4,2",12.315492474069284
75,cpop,top-n,5,"0,5,4,2,1",12.315492474069284
75,cpop,bottom-n,0,,10.54821899743114
75,cpop,bottom-n,1,7,11.808160406108575
75,cpop,bottom-n,2,"7,3",11.808160406108575
75,cpop,bottom-n,3,"7,3,6",12.155234069081386
75,cpop,bottom-n,4,"7,3,6,1",12.631857008250837
75,cpop,bottom-n,5,"7,3,6,1,2",12.631857008250837
76,heft,top-n,0,,5.517194826550551
76,heft,top-n,1,0,5.517194826550551
76,heft,top-n,2,"0,1",5.151075461028711
76,heft,top-n,3,"0,1,5",5.745534564410642
76,heft,top-n,4,"0,1,5,2",5.131497598312391
76,heft,top-n,5,"0,1,5,2,3",5.655369999854312
76,heft,bottom-n,0,,5.517194826550551
76,heft,bottom-n,1,7,6.0469806682318
76,heft,bottom-n,2,"7,4",6.0469806682318
76,heft,bottom-n,3,"7,4,6",6.0469806682318
76,heft,bottom-n,4,"7,4,6,3",6.390954535558846
76,heft,bottom-n,5,"7,4,6,3,2",6.390954535558846
76,cpop,top-n,0,,5.396599696003914
76,cpop,top-n,1,0,5.396599696003914
76,cpop,top-n,2,"0,1",5.396599696003914
76,cpop,top-n,3,"0,1,5",5.131497604807169
76,cpop,top-n,4,"0,1,5,2",5.65537000634909
76,cpop,top-n,5,"0,1,5,2,3",5.65537000634909
76,cpop,bottom-n,0,,5.396599696003914
76,cpop,bottom-n,1,7,6.143489676622341
76,cpop,bottom-n,2,"7,4",6.553541197152539
76,cpop,bottom-n,3,"7,4,6",6.553541197152539
76,cpop,bottom-n,4,"7,4,6,3",6.553541198546476
76,cpop,bottom-n,5,"7,4,6,3,2",7.081279573671008
77,heft,top-n,0,,3.9933913565347643
77,heft,top-n,1,0,3.920305232862489
77,heft,top-n,2,"0,1",3.920305232862489
77,heft,top-n,3,"0,1,5",4.642765409515384
77,heft,top-n,4,"0,1,5,6",3.8645697098709535
77,heft,top-n,5,"0,1,5,6,2",3.8645697098709535
77,heft,bottom-n,0,,3.9933913565347643
77,heft,bottom-n,1,7,4.3863110387484925
77,heft,bottom-n,2,"7,4",4.483690364691343
77,heft,bottom-n,3,"7,4,3",4.483690364691343
77,heft,bottom-n,4,"7,4,3,2",4.838148303814781
77,heft,bottom-n,5,"7,4,3,2,6",4.697918113709538
77,cpop,top-n,0,,4.3863110387484925
77,cpop,top-n,1,0,4.3863110387484925
77,cpop,top-n,2,"0,1",3.920305232862489
77,cpop,top-n,3,"0,1,5",4.642765409515384
77,cpop,top-n,4,"0,1,5,6",3.8645697098709535
77,cpop,top-n,5,"0,1,5,6,2",4.980428817939256
77,cpop,bottom-n,0,,4.3863110387484925
77,cpop,bottom-n,1,7,4.583028819770752
77,cpop,bottom-n,2,"7,4",4.483690364943707
77,cpop,bottom-n,3,"7,4,3",4.483690364943707
77,cpop,bottom-n,4,"7,4,3,2",4.838148303814781
77,cpop,bottom-n,5,"7,4,3,2,6",4.948132029286534
78,heft,top-n,0,,6.030927216854726
78,heft,top-n,1,0,4.968043768519013
78,heft,top-n,2,"0,1",5.265945099160299
78,heft,top-n,3,"0,1,2",5.265945099160299
78,heft,top-n,4,"0,1,2,3",4.946341265513989
78,heft,top-n,5,"0,1,2,3,4",4.946341265513989
78,heft,bottom-n,0,,6.030927216854726
78,heft,bottom-n,1,7,7.121083577673764
78,heft,bottom-n,2,"7,5",7.121083577673764
78,heft,bottom-n,3,"7,5,6",7.121083577673764
78,heft,bottom-n,4,"7,5,6,4",7.121083577673764
78,heft,bottom-n,5,"7,5,6,4,3",6.8001437672620675
78,cpop,top-n,0,,6.030927216854726
78,cpop,top-n,1,0,6.030927216854726
78,cpop,top-n,2,"0,1",6.030927216854726
78,cpop,top-n,3,"0,1,2",6.030927216854726
78,cpop,top-n,4,"0,1,2,3",6.134976458874523
78,cpop,top-n,5,"0,1,2,3,4",6.527761503588543
78,cpop,bottom-n,0,,6.030927216854726
78,cpop,bottom-n,1,7,7.121083579414229
78,cpop,bottom-n,2,"7,5",7.121083579414229
78,cpop,bottom-n,3,"7,5,6",7.121083579414229
78,cpop,bottom-n,4,"7,5,6,4",7.121083579414229
78,cpop,bottom-n,5,"7,5,6,4,3",7.744197231531415
79,heft,top-n,0,,6.991377165976904
79,heft,top-n,1,0,6.237941505884356
79,heft,top-n,2,"0,1",6.849769950879238
79,heft,top-n,3,"0,1,3",7.167721432011256
79,heft,top-n,4,"0,1,3,2",6.919635129784399
79,heft,top-n,5,"0,1,3,2,4",6.919635129784399
79,heft,bottom-n,0,,6.991377165976904
79,heft,bottom-n,1,7,7.812272485231246
79,heft,bottom-n,2,"7,5",8.118779878304226
79,heft,bottom-n,3,"7,5,6",8.118779878304226
79,heft,bottom-n,4,"7,5,6,4",8.118779878304226
79,heft,bottom-n,5,"7,5,6,4,2",8.128320898391685
79,cpop,top-n,0,,6.6873692521124894
79,cpop,top-n,1,0,6.6873692521124894
79,cpop,top-n,2,"0,1",7.932795575598703
79,cpop,top-n,3,"0,1,3",6.816405109035883
79,cpop,top-n,4,"0,1,3,2",8.925687601105619
79,cpop,top-n,5,"0,1,3,2,4",8.125588580872824
79,cpop,bottom-n,0,,6.6873692521124894
79,cpop,bottom-n,1,7,7.861461297205164
79,cpop,bottom-n,2,"7,5",7.547493794389036
79,cpop,bottom-n,3,"7,5,6",8.602039451841305
79,cpop,bottom-n,4,"7,5,6,4",8.39782876164895
79,cpop,bottom-n,5,"7,5,6,4,2",8.580320536289982
80,heft,top-n,0,,4.271851726608068
80,heft,top-n,1,0,4.53389379112637
80,heft,top-n,2,"0,2",4.271851726608068
80,heft,top-n,3,"0,2,6",4.271851726608068
80,heft,top-n,4,"0,2,6,1",4.295078121346632
80,heft,top-n,5,"0,2,6,1,4",4.496427908677493
80,heft,bottom-n,0,,4.271851726608068
80,heft,bottom-n,1,7,5.382537171449949
80,heft,bottom-n,2,"7,3",5.382537171449949
80,heft,bottom-n,3,"7,3,5",5.382537171449949
80,heft,bottom-n,4,"7,3,5,4",6.083232802679957
80,heft,bottom-n,5,"7,3,5,4,1",5.5443820330872775
80,cpop,top-n,0,,4.271851726608068
80,cpop,top-n,1,0,4.271851726608068
80,cpop,top-n,2,"0,2",4.271851726608068
80,cpop,top-n,3,"0,2,6",4.271851726608068
80,cpop,top-n,4,"0,2,6,1",4.446689567221117
80,cpop,top-n,5,"0,2,6,1,4",4.587263928808289
80,cpop,bottom-n,0,,4.271851726608068
80,cpop,bottom-n,1,7,5.382537171449949
80,cpop,bottom-n,2,"7,3",5.382537171449949
80,cpop,bottom-n,3,"7,3,5",5.382537171449949
80,cpop,bottom-n,4,"7,3,5,4",6.083232802679957
80,cpop,bottom-n,5,"7,3,5,4,1",5.5443820330872775
81,heft,top-n,0,,6.880722858239854
81,heft,top-n,1,0,6.524460047338895
81,heft,top-n,2,"0,1",6.880722858239854
81,heft,top-n,3,"0,1,5",6.513442595620486
81,heft,top-n,4,"0,1,5,4",6.780759448536596
81,heft,top-n,5,"0,1,5,4,2",7.006268469199997
81,heft,bottom-n,0,,6.880722858239854
81,heft,bottom-n,1,7,6.9053391177190555
81,heft,bottom-n,2,"7,6",6.9053391177190555
81,heft,bottom-n,3,"7,6,3",6.724130228024526
81,heft,bottom-n,4,"7,6,3,2",6.724130228024526
81,heft,bottom-n,5,"7,6,3,2,4",7.3666331969453465
81,cpop,top-n,0,,6.880722858239854
81,cpop,top-n,1,0,6.880722858239854
81,cpop,top-n,2,"0,1",6.880722858239854
81,cpop,top-n,3,"0,1,5",6.60242355493545
81,cpop,top-n,4,"0,1,5,4",6.640465188507409
81,cpop,top-n,5,"0,1,5,4,2",7.006268470986395
81,cpop,bottom-n,0,,6.880722858239854
81,cpop,bottom-n,1,7,6.9053391177190555
81,cpop,bottom-n,2,"7,6",6.9053391177190555
81,cpop,bottom-n,3,"7,6,3",6.724130228024526
81,cpop,bottom-n,4,"7,6,3,2",6.724130228024526
81,cpop,bottom-n,5,"7,6,3,2,4",7.3666331969453465
82,heft,top-n,0,,5.43760908753296
82,heft,top-n,1,0,4.652100229292112
82,heft,top-n,2,"0,6",4.652100229292112
82,heft,top-n,3,"0,6,1",4.623720719815269
82,heft,top-n,4,"0,6,1,4",5.347525785170969
82,heft,top-n,5,"0,6,1,4,3",5.402207837910403
82,heft,bottom-n,0,,5.43760908753296
82,heft,bottom-n,1,7,7.237805347763878
82,heft,bottom-n,2,"7,2",6.703405907956975
82,heft,bottom-n,3,"7,2,5",6.2049648001505275
82,heft,bottom-n,4,"7,2,5,3",6.2049648001505275
82,heft,bottom-n,5,"7,2,5,3,4",7.046512848995129
82,cpop,top-n,0,,5.409043634196535
82,cpop,top-n,1,0,5.409043634196535
82,cpop,top-n,2,"0,6",5.409043634196535
82,cpop,top-n,3,"0,6,1",5.538907889634812
82,cpop,top-n,4,"0,6,1,4",5.538907889634812
82,cpop,top-n,5,"0,6,1,4,3",5.5931067842365145
82,cpop,bottom-n,0,,5.409043634196535
82,cpop,bottom-n,1,7,5.82695711589016
82,cpop,bottom-n,2,"7,2",6.996457640330178
82,cpop,bottom-n,3,"7,2,5",5.82695711589016
82,cpop,bottom-n,4,"7,2,5,3",6.773185943317127
82,cpop,bottom-n,5,"7,2,5,3,4",6.858434492086559
83,heft,top-n,0,,3.009228812772903
83,heft,top-n,1,0,3.066803993320398
83,heft,top-n,2,"0,2",3.53478756207388
83,heft,top-n,3,"0,2,3",3.480096467331653
83,heft,top-n,4,"0,2,3,1",3.4333967952023174
83,heft,top-n,5,"0,2,3,1,5",3.4333967952023174
83,heft,bottom-n,0,,3.009228812772903
83,heft,bottom-n,1,7,3.808202254090393
83,heft,bottom-n,2,"7,4",3.808202254090393
83,heft,bottom-n,3,"7,4,6",3.808202254090393
83,heft,bottom-n,4,"7,4,6,5",3.808202254090393
83,heft,bottom-n,5,"7,4,6,5,1",4.189069532667943
83,cpop,top-n,0,,3.009228812772903
83,cpop,top-n,1,0,3.009228812772903
83,cpop,top-n,2,"0,2",3.009228812772903
83,cpop,top-n,3,"0,2,3",3.480096467331653
83,cpop,top-n,4,"0,2,3,1",3.778985717441852
83,cpop,top-n,5,"0,2,3,1,5",3.778985717441852
83,cpop,bottom-n,0,,3.009228812772903
83,cpop,bottom-n,1,7,3.808202254090393
83,cpop,bottom-n,2,"7,4",3.808202254090393
83,cpop,bottom-n,3,"7,4,6",3.808202254090393
83,cpop,bottom-n,4,"7,4,6,5",3.808202254090393
83,cpop,bottom-n,5,"7,4,6,5,1",4.189069532667943
84,heft,top-n,0,,4.813958275577279
84,heft,top-n,1,0,4.683874085018952
84,heft,top-n,2,"0,3",4.156624130512057
84,heft,top-n,3,"0,3,2",4.0452014533676115
84,heft,top-n,4,"0,3,2,1",4.4927666893367
84,heft,top-n,5,"0,3,2,1,6",4.4927666893367
84,heft,bottom-n,0,,4.813958275577279
84,heft,bottom-n,1,7,6.6854984983716985
84,heft,bottom-n,2,"7,5",5.769933489432049
84,heft,bottom-n,3,"7,5,4",6.411579757927125
84,heft,bottom-n,4,"7,5,4,6",6.411579757927125
84,heft,bottom-n,5,"7,5,4,6,1",6.411579757927125
84,cpop,top-n,0,,5.781436906399441
84,cpop,top-n,1,0,5.781436906399441
84,cpop,top-n,2,"0,3",4.95559646661559
84,cpop,top-n,3,"0,3,2",5.163040466993765
84,cpop,top-n,4,"0,3,2,1",4.9791347346000405
84,cpop,top-n,5,"0,3,2,1,6",4.792973546614226
84,cpop,bottom-n,0,,5.781436906399441
84,cpop,bottom-n,1,7,6.520465145256177
84,cpop,bottom-n,2,"7,5",6.651677169302849
84,cpop,bottom-n,3,"7,5,4",6.728031515725039
84,cpop,bottom-n,4,"7,5,4,6",6.728031515725039
84,cpop,bottom-n,5,"7,5,4,6,1",6.560646638372635
85,heft,top-n,0,,5.536724744416777
85,heft,top-n,1,0,5.536724744416777
85,heft,top-n,2,"0,4",5.390297254022778
85,heft,top-n,3,"0,4,2",4.903199879338835
85,heft,top-n,4,"0,4,2,1",4.903199879338835
85,heft,top-n,5,"0,4,2,1,3",4.903199879338835
85,heft,bottom-n,0,,5.536724744416777
85,heft,bottom-n,1,7,5.843605840657434
85,heft,bottom-n,2,"7,5",5.933412048726002
85,heft,bottom-n,3,"7,5,6",6.485274495823811
85,heft,bottom-n,4,"7,5,6,3",6.485274495823811
85,heft,bottom-n,5,"7,5,6,3,1",6.485274495823811
85,cpop,top-n,0,,5.536724744416777
85,cpop,top-n,1,0,5.536724744416777
85,cpop,top-n,2,"0,4",5.2526376967324335
85,cpop,top-n,3,"0,4,2",5.482830022139787
85,cpop,top-n,4,"0,4,2,1",5.482830022139787
85,cpop,top-n,5,"0,4,2,1,3",5.482830022139787
85,cpop,bottom-n,0,,5.536724744416777
85,cpop,bottom-n,1,7,5.843605840657434
85,cpop,bottom-n,2,"7,5",5.933412048726002
85,cpop,bottom-n,3,"7,5,6",6.485274495823811
85,cpop,bottom-n,4,"7,5,6,3",6.485274495823811
85,cpop,bottom-n,5,"7,5,6,3,1",6.485274495823811
86,heft,top-n,0,,4.233830026260744
86,heft,top-n,1,0,3.947855155717207
86,heft,top-n,2,"0,2",3.996281837246038
86,heft,top-n,3,"0,2,4",3.9805650077637433
86,heft,top-n,4,"0,2,4,3",4.446748424238961
86,heft,top-n,5,"0,2,4,3,1",4.446748424238961
86,heft,bottom-n,0,,4.233830026260744
86,heft,bottom-n,1,7,4.557639847469219
86,heft,bottom-n,2,"7,5",5.102564083496117
86,heft,bottom-n,3,"7,5,6",4.557639847469219
86,heft,bottom-n,4,"7,5,6,1",4.4420565169152875
86,heft,bottom-n,5,"7,5,6,1,3",4.720548367954295
86,cpop,top-n,0,,4.233830026260744
86,cpop,top-n,1,0,4.233830026260744
86,cpop,top-n,2,"0,2",4.233830026260744
86,cpop,top-n,3,"0,2,4",4.233830026260744
86,cpop,top-n,4,"0,2,4,3",4.446748424238961
86,cpop,top-n,5,"0,2,4,3,1",4.446748424238961
86,cpop,bottom-n,0,,4.233830026260744
86,cpop,bottom-n,1,7,4.557639847469219
86,cpop,bottom-n,2,"7,5",5.102564083496117
86,cpop,bottom-n,3,"7,5,6",4.557639847469219
86,cpop,bottom-n,4,"7,5,6,1",4.4420565169152875
86,cpop,bottom-n,5,"7,5,6,1,3",4.720548367954295
87,heft,top-n,0,,4.5407680860036175
87,heft,top-n,1,0,4.283811601110476
87,heft,top-n,2,"0,3",4.647878378525778
87,heft,top-n,3,"0,3,2",5.233330656657217
87,heft,top-n,4,"0,3,2,1",5.3348352709397
87,heft,top-n,5,"0,3,2,1,6",5.557868498261741
87,heft,bottom-n,0,,4.5407680860036175
87,heft,bottom-n,1,7,4.5609700973009035
87,heft,bottom-n,2,"7,4",5.850046295189697
87,heft,bottom-n,3,"7,4,5",5.669801576270298
87,heft,bottom-n,4,"7,4,5,6",5.669801576270298
87,heft,bottom-n,5,"7,4,5,6,1",5.918526403524555
87,cpop,top-n,0,,5.041408039154884
