Branch,Regime,Workflow,CCR,Instance,Seed,Scheduler,Throughput,Makespan,RescheduleCount
wfcommons,deterministic,epigenomics,0.5,epigenomics_0,0,HEFT_static,0.0003239316900963,3093.2805160604003,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_0,0,CPoP_static,0.0003273419885217,3125.8568054325074,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_0,0,HEFT-Tp_static,0.0003295653419153,3153.4568766196376,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_0,0,CPoP-Tp_static,0.0003298709951206,3209.958349890652,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_0,0,FastestNode,0.0001375521422514,7269.970380923933,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_0,0,MaxTP,0.0003307736214603,3254.728622382648,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_3,0,HEFT_static,0.0006940588522605,1459.4289877119672,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_3,0,CPoP_static,0.0006939143240591,1468.5318186278053,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_3,0,HEFT-Tp_static,0.0010353980497887,1865.6675144844864,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_3,0,CPoP-Tp_static,0.0010361059595245,1875.3290868489448,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_3,0,FastestNode,0.0004544456765759,2200.483031408424,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_3,0,MaxTP,0.0010502427761798,1875.8830548407816,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_7,0,HEFT_static,0.0004509763977693,2234.4309454731024,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_7,0,CPoP_static,0.0004520508339746,2272.2904140518913,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_7,0,HEFT-Tp_static,0.000607456220886,2935.82967925917,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_7,0,CPoP-Tp_static,0.0006063374240457,2972.401639575075,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_7,0,FastestNode,0.0003445316573701,2902.4908991961893,0
